#GeneID	tax_id	Symbol	Synonyms	chromosome	type_of_gene	description
1	9606	A1BG	A1B|ABG|GAB|HYST2477	19	glycoprotein	alpha-1-B
405	9606	ARNT	HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2	1	hydrocarbon	aryl
406	9606	ARNTL	BMAL1|BMAL1c|JAP3|MOP3|PASD3|TIC|bHLHe5	11	hydrocarbon	aryl
407	9606	ARR3	ARRX	X	3,	arrestin
408	9606	ARRB1	ARB1|ARR1	11	beta	arrestin,
409	9606	ARRB2	ARB2|ARR2|BARR2	17	beta	arrestin,
410	9606	ARSA	MLD	22	A	arylsulfatase
411	9606	ARSB	ASB|G4S|MPS6	5	B	arylsulfatase
412	9606	STS	ARSC|ARSC1|ASC|ES|SSDD|XLI	X	sulfatase	steroid
413	9606	ARSC2	ARSC	X	C,	arylsulfatase
414	9606	ARSD	ASD	X	D	arylsulfatase
415	9606	ARSE	ASE|CDPX|CDPX1|CDPXR	X	E	arylsulfatase
416	9606	ARSF	ASF	X	F	arylsulfatase
417	9606	ART1	ART2|ARTC1|CD296|RT6	11	1	ADP-ribosyltransferase
418	9606	ART2P	ART1P|RT6	11	2,	ADP-ribosyltransferase
419	9606	ART3	ARTC3	4	3	ADP-ribosyltransferase
420	9606	ART4	ARTC4|CD297|DO|DOK1	12	4	ADP-ribosyltransferase
421	9606	ARVCF	-	22	repeat	armadillo
424	9606	ARVD3	ARVD2	14	right	arrhythmogenic
425	9606	ARVD4	-	2	right	arrhythmogenic
427	9606	ASAH1	AC|ACDase|ASAH|PHP|PHP32|SMAPME	8	amidohydrolase	N-acylsphingosine
429	9606	ASCL1	ASH1|HASH1|MASH1|bHLHa46	12	family	achaete-scute
430	9606	ASCL2	ASH2|HASH2|MASH2|bHLHa45	11	family	achaete-scute
431	9606	ASD1	-	5	septal	atrial
432	9606	ASGR1	ASGPR|ASGPR1|CLEC4H1|HL-1	17	receptor	asialoglycoprotein
433	9606	ASGR2	ASGP-R2|ASGPR2|CLEC4H2|HBXBP|HL-2	17	receptor	asialoglycoprotein
434	9606	ASIP	AGSW|AGTI|AGTIL|ASP|SHEP9	20	signaling	agouti
435	9606	ASL	ASAL	7	lyase	argininosuccinate
436	9606	ASLP1	ASLL	22	lyase	argininosuccinate
438	9606	ASMT	ASMTY|HIOMT|HIOMTY	X|Y	Yp11.3	or
439	9606	ASNA1	ARSA-I|ARSA1|ASNA-I|GET3|TRC40|hASNA-I	19	arsenite	arsA
440	9606	ASNS	ASNSD|TS11	7	synthetase	asparagine
442	9606	ASNSP2	ASNSL2	21	synthetase	asparagine
443	9606	ASPA	ACY2|ASP	17	protein-coding	aspartoacylase
444	9606	ASPH	AAH|BAH|CASQ2BP1|FDLAB|HAAH|JCTN|junctin	8	beta-hydroxylase	aspartate
445	9606	ASS1	ASS|CTLN1	9	synthase	argininosuccinate
447	9606	ASS1P2	ASSP2	2	synthetase	argininosuccinate
449	9606	ASS1P4	ASSP4	X	synthetase	argininosuccinate
450	9606	ASS1P5	ASSP5	X	synthetase	argininosuccinate
451	9606	ASS1P6	ASSP6	Y	synthetase	argininosuccinate
453	9606	ASS1P8	ASSP8	4	synthetase	argininosuccinate
454	9606	ASS1P9	ASSP9	5	synthetase	argininosuccinate
455	9606	ASS1P10	ASSP10	5	synthetase	argininosuccinate
459	9606	ASS1P14	ASSP14	12	synthetase	argininosuccinate
460	9606	ASTN1	ASTN	1	1	astrotactin
462	9606	SERPINC1	AT3|AT3D|ATIII|THPH7	1	peptidase	serpin
463	9606	ZFHX3	ATBF1|ATBT|ZNF927	16	finger	zinc
465	9606	ATD	ATD1	15	thoracic	asphixiating
466	9606	ATF1	EWS-ATF1|FUS/ATF-1|TREB36	12	transcription	activating
467	9606	ATF3	-	1	transcription	activating
468	9606	ATF4	CREB-2|CREB2|TAXREB67|TXREB	22	transcription	activating
469	9606	ATF4P1	ATF4P|TAXREB67P|TXREBP	X	transcription	activating
470	9606	ATHS	ALP	19	susceptibility	atherosclerosis
471	9606	ATIC	AICAR|AICARFT|HEL-S-70p|IMPCHASE|PURH	2	ribonucleotide	5-aminoimidazole-4-carboxamide
472	9606	ATM	AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1	11	serine/threonine	ATM
473	9606	RERE	ARG|ARP|ATN1L|DNB1	1	acid	arginine-glutamic
474	9606	ATOH1	ATH1|HATH1|MATH-1|bHLHa14	4	homolog	atonal
475	9606	ATOX1	ATX1|HAH1	5	1	antioxidant
476	9606	ATP1A1	-	1	Na+/K+	ATPase,
477	9606	ATP1A2	FHM2|MHP2	1	Na+/K+	ATPase,
478	9606	ATP1A3	AHC2|CAPOS|DYT12|RDP	19	Na+/K+	ATPase,
479	9606	ATP12A	ATP1AL1	13	H+/K+	ATPase,
480	9606	ATP1A4	ATP1A1|ATP1AL2	1	Na+/K+	ATPase,
481	9606	ATP1B1	ATP1B	1	Na+/K+	ATPase,
482	9606	ATP1B2	AMOG	17	Na+/K+	ATPase,
483	9606	ATP1B3	ATPB-3|CD298	3	Na+/K+	ATPase,
484	9606	ATP1B3P1	-	2	Na+/K+	ATPase,
485	9606	ATP1B1P1	ATP1BL1	4	Na+/K+	ATPase,
486	9606	FXYD2	ATP1G1|HOMG2	11	domain	FXYD
487	9606	ATP2A1	ATP2A|SERCA1	16	Ca++	ATPase,
488	9606	ATP2A2	ATP2B|DAR|DD|SERCA2	12	Ca++	ATPase,
489	9606	ATP2A3	SERCA3	17	Ca++	ATPase,
490	9606	ATP2B1	PMCA1|PMCA1kb	12	Ca++	ATPase,
491	9606	ATP2B2	PMCA2|PMCA2a|PMCA2i	3	Ca++	ATPase,
492	9606	ATP2B3	CFAP39|CLA2|OPCA|PMCA3|PMCA3a|SCAX1	X	Ca++	ATPase,
493	9606	ATP2B4	ATP2B2|MXRA1|PMCA4|PMCA4b|PMCA4x	1	Ca++	ATPase,
495	9606	ATP4A	ATP6A	19	H+/K+	ATPase,
496	9606	ATP4B	ATP6B	13	H+/K+	ATPase,
498	9606	ATP5A1	ATP5A|ATP5AL2|ATPM|COXPD22|HEL-S-123m|MC5DN4|MOM2|OMR|ORM|hATP1	18	synthase,	ATP
501	9606	ALDH7A1	ATQ1|EPD|PDE	5	dehydrogenase	aldehyde
504	9606	ATP5A1P2	ATP5AP2	2	synthase,	ATP
506	9606	ATP5B	ATPMB|ATPSB|HEL-S-271	12	synthase,	ATP
507	9606	ATP5BP1	ATP5BL1|ATPMBL1|ATPSBL1	2	synthase,	ATP
509	9606	ATP5C1	ATP5C|ATP5CL1	10	synthase,	ATP
513	9606	ATP5D	-	19	synthase,	ATP
514	9606	ATP5E	ATPE|MC5DN3	20	synthase,	ATP
515	9606	ATP5F1	PIG47	1	synthase,	ATP
516	9606	ATP5G1	ATP5A|ATP5G	17	synthase,	ATP
517	9606	ATP5G2	ATP5A	12	synthase,	ATP
518	9606	ATP5G3	P3	2	synthase,	ATP
520	9606	ATP5G2P1	ATP5GP1	1	synthase,	ATP
521	9606	ATP5I	ATP5K	4	synthase,	ATP
522	9606	ATP5J	ATP5|ATP5A|ATPM|CF6|F6	21	synthase,	ATP
523	9606	ATP6V1A	ATP6A1|ATP6V1A1|HO68|VA68|VPP2|Vma1	3	H+	ATPase,
525	9606	ATP6V1B1	ATP6B1|RTA1B|VATB|VMA2|VPP3	2	H+	ATPase,
526	9606	ATP6V1B2	ATP6B1B2|ATP6B2|HO57|VATB|VPP3|Vma2	8	H+	ATPase,
527	9606	ATP6V0C	ATP6C|ATP6L|ATPL|VATL|VPPC|Vma3	16	H+	ATPase,
528	9606	ATP6V1C1	ATP6C|ATP6D|VATC|Vma5	8	H+	ATPase,
529	9606	ATP6V1E1	ATP6E|ATP6E2|ATP6V1E|P31|Vma4	22	H+	ATPase,
533	9606	ATP6V0B	ATP6F|HATPL|VMA16	1	H+	ATPase,
534	9606	ATP6V1G2	ATP6G|ATP6G2|NG38|VMA10	6	H+	ATPase,
535	9606	ATP6V0A1	ATP6N1|ATP6N1A|Stv1|VPP1|Vph1|a1	17	H+	ATPase,
537	9606	ATP6AP1	16A|ATP6IP1|ATP6S1|Ac45|CF2|VATPS1|XAP-3|XAP3	X	H+	ATPase,
538	9606	ATP7A	DSMAX|MK|MNK|SMAX3	X	Cu++	ATPase,
539	9606	ATP5O	ATPO|OSCP	21	synthase,	ATP
540	9606	ATP7B	PWD|WC1|WD|WND	13	Cu++	ATPase,
541	9606	ALDH7A1P1	ATQL1	5	dehydrogenase	aldehyde
542	9606	ALDH7A1P2	ATQL2	2	dehydrogenase	aldehyde
543	9606	ALDH7A1P3	ATQL3	7	dehydrogenase	aldehyde
544	9606	ALDH7A1P4	ATQL4	10	dehydrogenase	aldehyde
545	9606	ATR	FCTCS|FRP1|MEC1|SCKL|SCKL1	3	serine/threonine	ATR
546	9606	ATRX	ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX	X	thalassemia/mental	alpha
547	9606	KIF1A	ATSV|C2orf20|HSN2C|MRD9|SPG30|UNC104	2	family	kinesin
549	9606	AUH	-	9	RNA	AU
550	9606	AUP1	-	2	ubiquitous	ancient
551	9606	AVP	ADH|ARVP|AVP-NPII|AVRP|VP	20	vasopressin	arginine
552	9606	AVPR1A	AVPR	MIM:600821|HGNC:HGNC:895|HPRD:02894	arginine	12q14-q15
553	9606	AVPR1B	AVPR3	1	vasopressin	arginine
554	9606	AVPR2	ADHR|DI1|DIR|DIR3|NDI|V2R	X	vasopressin	arginine
558	9606	AXL	ARK|JTK11|Tyro7|UFO	19	receptor	AXL
560	9606	AZF1	AZF|AZFA|SP3	Y	factor	azoospermia
563	9606	AZGP1	ZA2G|ZAG	7	1,	alpha-2-glycoprotein
566	9606	AZU1	AZAMP|AZU|CAP37|HBP|HUMAZUR|NAZC	19	1	azurocidin
567	9606	B2M	-	15	protein-coding	beta-2-microglobulin
568	9606	B2MR	-	15	regulator	beta-2-microglobulin
570	9606	BAAT	BACAT|BAT	9	acid	bile
571	9606	BACH1	BACH-1|BTBD24	21	and	BTB
572	9606	BAD	BBC2|BCL2L8	11	agonist	BCL2-associated
573	9606	BAG1	BAG-1|HAP|RAP46	9	athanogene	BCL2-associated
574	9606	BAGE	BAGE1|CT2.1	21	on	not
575	9606	ADGRB1	BAI1|GDAIF	8	G	adhesion
576	9606	ADGRB2	BAI2	1	G	adhesion
577	9606	ADGRB3	BAI3	6	G	adhesion
578	9606	BAK1	BAK|BAK-LIKE|BCL2L7|CDN1	6	1	BCL2-antagonist/killer
579	9606	NKX3-2	BAPX1|NKX3.2|NKX3B|SMMD	4	homeobox	NK3
580	9606	BARD1	-	2	associated	BRCA1
581	9606	BAX	BCL2L4	19	X	BCL2-associated
582	9606	BBS1	BBS2L2	11	syndrome	Bardet-Biedl
583	9606	BBS2	BBS	16	syndrome	Bardet-Biedl
585	9606	BBS4	-	15	syndrome	Bardet-Biedl
586	9606	BCAT1	BCATC|BCT1|ECA39|MECA39|PNAS121|PP18	12	chain	branched
587	9606	BCAT2	BCAM|BCATM|BCT2|PP18	19	chain	branched
590	9606	BCHE	CHE1|CHE2|E1	3	protein-coding	butyrylcholinesterase
593	9606	BCKDHA	BCKDE1A|MSU|MSUD1|OVD1A	19	chain	branched
594	9606	BCKDHB	E1B|dJ279A18.1	6	chain	branched
595	9606	CCND1	BCL1|D11S287E|PRAD1|U21B31	11	D1	cyclin
596	9606	BCL2	Bcl-2|PPP1R50	18	CLL/lymphoma	B-cell
597	9606	BCL2A1	ACC-1|ACC-2|ACC1|ACC2|BCL2L5|BFL1|GRS|HBPA1	15	protein	BCL2-related
598	9606	BCL2L1	BCL-XL/S|BCL2L|BCLX|BCLXL|BCLXS|Bcl-X|PPP1R52|bcl-xL|bcl-xS	20	1	BCL2-like
599	9606	BCL2L2	BCL-W|BCL2-L-2|BCLW|PPP1R51	14	2	BCL2-like
600	9606	BAK1P1	BAK2|BCL2L7P1|Bak-2	20	1	BCL2-antagonist/killer
601	9606	BAK1P2	BAK3|BAK3P|BCL2L7P2	11	1	BCL2-antagonist/killer
602	9606	BCL3	BCL4|D19S37	19	CLL/lymphoma	B-cell
603	9606	BCL5	-	17	CLL/lymphoma	B-cell
604	9606	BCL6	BCL5|BCL6A|LAZ3|ZBTB27|ZNF51	3	CLL/lymphoma	B-cell
605	9606	BCL7A	BCL7	12	CLL/lymphoma	B-cell
606	9606	NBEAP1	BCL8|BCL8A	15	pseudogene	neurobeachin
607	9606	BCL9	LGS	1	CLL/lymphoma	B-cell
608	9606	TNFRSF17	BCM|BCMA|CD269|TNFRSF13A	16	necrosis	tumor
610	9606	HCN2	BCNG-2|BCNG2|HAC-1	19	activated	hyperpolarization
611	9606	OPN1SW	BCP|BOP|CBT	7	1	opsin
613	9606	BCR	ALL|BCR1|CML|D22S11|D22S662|PHL	22	cluster	breakpoint
616	9606	BCRP4	BCR-4|BCR4|BCRL4	22	cluster	breakpoint
617	9606	BCS1L	BCS|BCS1|BJS|FLNMS|GRACILE|Hs.6719|MC3DN1|PTD|h-BCS	2	(ubiquinol-cytochrome	BC1
618	9606	BCYRN1	BC200|BC200a|LINC00004|NCRNA00004	2	cytoplasmic	brain
619	9606	BCYRN1P1	BC200b	X	cytoplasmic	brain
620	9606	BCYRN1P2	BC200g	1	cytoplasmic	brain
622	9606	BDH1	BDH|SDR9C1	3	dehydrogenase,	3-hydroxybutyrate
623	9606	BDKRB1	B1BKR|B1R|BDKRB2|BKB1R|BKR1|BRADYB1	14	receptor	bradykinin
624	9606	BDKRB2	B2R|BK-2|BK2|BKR2|BRB2	14	receptor	bradykinin
627	9606	BDNF	ANON2|BULN2	11	neurotrophic	brain-derived
628	9606	BEVI	-	6	M7	baboon
629	9606	CFB	AHUS4|ARMD14|BF|BFD|CFAB|CFBD|FB|FBI12|GBG|H2-Bf|PBF2	6	factor	complement
631	9606	BFSP1	CP115|CP94|CTRCT33|LIFL-H	20	filament	beaded
632	9606	BGLAP	BGP|OC|OCN	1	gamma-carboxyglutamate	bone
633	9606	BGN	DSPG1|PG-S1|PGI|SLRR1A	X	protein-coding	biglycan
634	9606	CEACAM1	BGP|BGP1|BGPI	19	antigen-related	carcinoembryonic
635	9606	BHMT	BHMT1|HEL-S-61p	5	S-methyltransferase	betaine--homocysteine
636	9606	BICD1	BICD	12	D	bicaudal
637	9606	BID	FP497	22	interacting	BH3
638	9606	BIK	BIP1|BP4|NBK	22	killer	BCL2-interacting
639	9606	PRDM1	BLIMP1|PRDI-BF1	6	domain	PR
640	9606	BLK	MODY11	8	proto-oncogene,	BLK
641	9606	BLM	BS|RECQ2|RECQL2|RECQL3	15	syndrome,	Bloom
642	9606	BLMH	BH|BMH	17	hydrolase	bleomycin
643	9606	CXCR5	BLR1|CD185|MDR15	11	(C-X-C	chemokine
644	9606	BLVRA	BLVR|BVR|BVRA	7	reductase	biliverdin
645	9606	BLVRB	BVRB|FLR|HEL-S-10|SDR43U1	19	reductase	biliverdin
646	9606	BNC1	BNC|BSN1|HsT19447	15	1	basonuclin
648	9606	BMI1	FLVI2/BMI1|PCGF4|RNF51	10	proto-oncogene,	BMI1
649	9606	BMP1	OI13|PCOLC|PCP|PCP2|TLD	8	morphogenetic	bone
650	9606	BMP2	BDA2|BMP2A	20	morphogenetic	bone
651	9606	BMP3	BMP-3A	4	morphogenetic	bone
652	9606	BMP4	BMP2B|BMP2B1|MCOPS6|OFC11|ZYME	14	morphogenetic	bone
653	9606	BMP5	-	6	morphogenetic	bone
654	9606	BMP6	VGR|VGR1	6	morphogenetic	bone
655	9606	BMP7	OP-1	20	morphogenetic	bone
656	9606	BMP8B	BMP8|OP2	1	morphogenetic	bone
657	9606	BMPR1A	10q23del|ACVRLK3|ALK3|CD292|SKR5	10	morphogenetic	bone
658	9606	BMPR1B	ALK-6|ALK6|CDw293	4	morphogenetic	bone
659	9606	BMPR2	BMPR-II|BMPR3|BMR2|BRK-3|POVD1|PPH1|T-ALK	2	morphogenetic	bone
660	9606	BMX	ETK|PSCTK2|PSCTK3	X	non-receptor	BMX
661	9606	POLR3D	BN51T|RPC4|RPC53|TSBN51	8	(RNA)	polymerase
662	9606	BNIP1	NIP1|SEC20|TRG-8	5	E1B	BCL2/adenovirus
663	9606	BNIP2	BNIP-2|NIP2	15	E1B	BCL2/adenovirus
664	9606	BNIP3	NIP3	10	E1B	BCL2/adenovirus
665	9606	BNIP3L	BNIP3a|NIX	8	E1B	BCL2/adenovirus
666	9606	BOK	BCL2L9|BOKL	2	ovarian	BCL2-related
667	9606	DST	BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBSB2|HSAN6|MACF2	6	protein-coding	dystonin
668	9606	FOXL2	BPES|BPES1|PFRK|PINTO|POF3	3	box	forkhead
669	9606	BPGM	DPGM	7	mutase	2,3-bisphosphoglycerate
670	9606	BPHL	BPH-RP|MCNAA|VACVASE	6	hydrolase-like	biphenyl
671	9606	BPI	BPIFD1|rBPI	20	protein	bactericidal/permeability-increasing
672	9606	BRCA1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	17	cancer	breast
673	9606	BRAF	B-RAF1|BRAF1|NS7|RAFB1	7	proto-oncogene,	B-Raf
675	9606	BRCA2	BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11	13	cancer	breast
676	9606	BRDT	BRD6|CT9	1	testis-specific	bromodomain,
677	9606	ZFP36L1	BRF1|Berg36|ERF-1|ERF1|RNF162B|TIS11B|cMG1	14	ring	ZFP36
678	9606	ZFP36L2	BRF2|ERF-2|ERF2|RNF162C|TIS11D	2	ring	ZFP36
680	9606	BRS3	BB3	X	receptor	bombesin-like
682	9606	BSG	5F7|CD147|EMMPRIN|M6|OK|TCSF	19	(Ok	basigin
683	9606	BST1	CD157	4	marrow	bone
684	9606	BST2	CD317|TETHERIN	19	marrow	bone
685	9606	BTC	-	4	protein-coding	betacellulin
686	9606	BTD	-	3	protein-coding	biotinidase
687	9606	KLF9	BTEB|BTEB1	9	factor	Kruppel-like
688	9606	KLF5	BTEB2|CKLF|IKLF	13	factor	Kruppel-like
689	9606	BTF3	BETA-NAC|BTF3a|BTF3b|NACB	5	transcription	basic
690	9606	BTF3P11	BTF3L1|HUMBTFB|OCIF|OPG|TNFRSF11B	13	transcription	basic
693	9606	BTF3P1	HUMBTFA	8	transcription	basic
694	9606	BTG1	-	12	translocation	B-cell
695	9606	BTK	AGMX1|AT|ATK|BPK|IMD1|PSCTK1|XLA	X	agammaglobulinemia	Bruton
696	9606	BTN1A1	BT|BTN|BTN1	6	subfamily	butyrophilin,
698	9606	BTS1	-	10	tumor	bladder
699	9606	BUB1	BUB1A|BUB1L|hBUB1	2	mitotic	BUB1
700	9606	BVR1	-	8	lymphoma	Burkitt
701	9606	BUB1B	BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1	15	mitotic	BUB1
705	9606	BYSL	BYSTIN	6	protein-coding	bystin-like
706	9606	TSPO	BPBS|BZRP|DBI|IBP|MBR|PBR|PBS|PKBS|PTBR|mDRC|pk18	22	protein	translocator
708	9606	C1QBP	GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32	17	component	complement
710	9606	SERPING1	C1IN|C1INH|C1NH|HAE1|HAE2	11	peptidase	serpin
711	9606	ERC2-IT1	C1orf1|C3orf51|Po42	3	intronic	ERC2
712	9606	C1QA	-	1	component	complement
713	9606	C1QB	-	1	component	complement
714	9606	C1QC	C1Q-C|C1QG	1	component	complement
715	9606	C1R	-	12	component	complement
716	9606	C1S	-	12	component	complement
717	9606	C2	ARMD14|CO2	6	component	complement
718	9606	C3	AHUS5|ARMD9|ASP|C3a|C3b|CPAMD1|HEL-S-62p	19	component	complement
719	9606	C3AR1	AZ3B|C3AR|HNFAG09	12	component	complement
720	9606	C4A	C4|C4A2|C4A3|C4A4|C4A6|C4AD|C4S|CO4|CPAMD2|RG	6	component	complement
721	9606	C4B	C4B1|C4B12|C4B2|C4B3|C4B5|C4BD|C4B_2|C4F|CH|CO4|CPAMD3	6	component	complement
722	9606	C4BPA	C4BP|PRP	1	component	complement
724	9606	C4BPAP2	C4BPAL2	1	component	complement
725	9606	C4BPB	C4BP	1	component	complement
726	9606	CAPN5	ADNIV|HTRA3|VRNI|nCL-3	11	5	calpain
727	9606	C5	C5D|C5a|C5b|CPAMD4|ECLZB	9	component	complement
728	9606	C5AR1	C5A|C5AR|C5R1|CD88	19	component	complement
729	9606	C6	-	5	component	complement
730	9606	C7	-	5	component	complement
731	9606	C8A	-	1	component	complement
732	9606	C8B	C82	1	component	complement
733	9606	C8G	C8C	9	component	complement
734	9606	OSGIN2	C8orf1|hT41	8	stress	oxidative
735	9606	C9	ARMD15|C9D	5	component	complement
738	9606	VPS51	ANG2|ANG3|C11orf2|C11orf3|FFR	11	protein	vacuolar
740	9606	MRPL49	C11orf4|L49mt|MRP-L49|NOF|NOF1	11	ribosomal	mitochondrial
741	9606	ZNHIT2	C11orf5|FON	11	finger,	zinc
744	9606	MPPED2	239FB|C11orf8	11	domain	metallophosphoesterase
745	9606	MYRF	C11orf9|MRF|Ndt80|pqn-47	11	regulatory	myelin
746	9606	TMEM258	C11orf10	11	protein	transmembrane
747	9606	DAGLA	C11orf11|DAGL(ALPHA)|DAGLALPHA|NSDDR	11	lipase,	diacylglycerol
750	9606	GAS8-AS1	C16orf3	16	antisense	GAS8
752	9606	FMNL1	C17orf1|C17orf1B|FHOD4|FMNL|KW-13	17	1	formin-like
753	9606	LDLRAD4	C18orf1	18	density	low
754	9606	PTTG1IP	C21orf1|C21orf3|PBF	21	tumor-transforming	pituitary
755	9606	C21orf2	LRRC76|YF5/A2	21	21	chromosome
757	9606	TMEM50B	C21orf4|HCVP7TP3	21	protein	transmembrane
758	9606	MPPED1	239AB|C22orf1|FAM1A	22	domain	metallophosphoesterase
759	9606	CA1	CA-I|CAB|Car1|HEL-S-11	8	anhydrase	carbonic
760	9606	CA2	CA-II|CAC|CAII|Car2|HEL-76	8	anhydrase	carbonic
761	9606	CA3	CAIII|Car3	8	anhydrase	carbonic
762	9606	CA4	CAIV|Car4|RP17	17	anhydrase	carbonic
763	9606	CA5A	CA5|CA5AD|CAV|CAVA	16	anhydrase	carbonic
764	9606	CA5AP1	CA5P	16	anhydrase	carbonic
765	9606	CA6	CA-VI|GUSTIN	1	anhydrase	carbonic
766	9606	CA7	CAVII	16	anhydrase	carbonic
767	9606	CA8	CA-VIII|CALS|CAMRQ3|CARP	8	anhydrase	carbonic
768	9606	CA9	CAIX|MN	9	anhydrase	carbonic
770	9606	CA11	CARPX1	19	anhydrase	carbonic
771	9606	CA12	CAXII|HsT18816	15	anhydrase	carbonic
772	9606	CACD	-	17	areolar	central
773	9606	CACNA1A	APCA|BI|CACNL1A4|CAV2.1|EA2|FHM|HPCA|MHP|MHP1|SCA6	19	channel,	calcium
774	9606	CACNA1B	BIII|CACNL1A5|CACNN|Cav2.2|DYT23	9	channel,	calcium
775	9606	CACNA1C	CACH2|CACN2|CACNL1A1|CCHL1A1|CaV1.2|LQT8|TS	12	channel,	calcium
776	9606	CACNA1D	CACH3|CACN4|CACNL1A2|CCHL1A2|Cav1.3|PASNA|SANDD	3	channel,	calcium
777	9606	CACNA1E	BII|CACH6|CACNL1A6|Cav2.3	1	channel,	calcium
778	9606	CACNA1F	AIED|COD3|COD4|CORDX|CORDX3|CSNB2|CSNB2A|CSNBX2|Cav1.4|Cav1.4alpha1|JM8|JMC8|OA2	X	channel,	calcium
779	9606	CACNA1S	CACNL1A3|CCHL1A3|Cav1.1|HOKPP|HOKPP1|MHS5|TTPP1|hypoPP	1	channel,	calcium
780	9606	DDR1	CAK|CD167|DDR|EDDR1|HGK2|MCK10|NEP|NTRK4|PTK3|PTK3A|RTK6|TRKE	6	domain	discoidin
781	9606	CACNA2D1	CACNA2|CACNL2A|CCHL2A|LINC01112|lncRNA-N3	7	channel,	calcium
782	9606	CACNB1	CAB1|CACNLB1|CCHLB1	17	channel,	calcium
783	9606	CACNB2	CACNLB2|CAVB2|MYSB	10	channel,	calcium
784	9606	CACNB3	CAB3|CACNLB3	12	channel,	calcium
785	9606	CACNB4	CAB4|CACNLB4|EA5|EIG9|EJM|EJM4|EJM6	2	channel,	calcium
786	9606	CACNG1	CACNLG	17	channel,	calcium
788	9606	SLC25A20	CAC|CACT	3	carrier	solute
789	9606	SLC25A20P1	CACTP|SLC25A20P	6	carrier	solute
790	9606	CAD	-	2	synthetase	carbamoyl-phosphate
793	9606	CALB1	CALB|D-28K	8	1,	calbindin
794	9606	CALB2	CAB29|CAL2|CR	16	2	calbindin
795	9606	S100G	CABP|CABP1|CABP9K|CALB3	X	calcium	S100
796	9606	CALCA	CALC1|CGRP|CGRP-I|CGRP1|CT|KC	11	polypeptide	calcitonin-related
797	9606	CALCB	CALC2|CGRP-II|CGRP2	11	polypeptide	calcitonin-related
798	9606	CALCP	CALC3	11	pseudogene	calcitonin
799	9606	CALCR	CRT|CT-R|CTR|CTR1	7	receptor	calcitonin
800	9606	CALD1	CDM|H-CAD|HCAD|L-CAD|LCAD|NAG22	7	1	caldesmon
801	9606	CALM1	CALML2|CAMI|CPVT4|DD132|LQT14|PHKD|caM	14	1	calmodulin
802	9606	CALM1P1	CALML1	X	1	calmodulin
804	9606	CALM1P2	-	7	1	calmodulin
805	9606	CALM2	CAMII|LQT15|PHKD|PHKD2|caM	2	2	calmodulin
806	9606	CALM2P2	-	10	2	calmodulin
807	9606	CALM2P3	-	13	2	calmodulin
808	9606	CALM3	HEL-S-72|PHKD|PHKD3	19	3	calmodulin
810	9606	CALML3	CLP	10	3	calmodulin-like
811	9606	CALR	CRT|HEL-S-99n|RO|SSA|cC1qR	19	protein-coding	calreticulin
813	9606	CALU	-	7	protein-coding	calumenin
814	9606	CAMK4	CaMK	MIM:114080|HGNC:HGNC:1464|HPRD:07169	calcium/calmodulin-dependent	5q21.3
815	9606	CAMK2A	CAMKA	5	protein	calcium/calmodulin-dependent
816	9606	CAMK2B	CAM2|CAMK2|CAMKB	7	protein	calcium/calmodulin-dependent
817	9606	CAMK2D	CAMKD	4	protein	calcium/calmodulin-dependent
818	9606	CAMK2G	CAMK|CAMK-II|CAMKG	10	protein	calcium/calmodulin-dependent
819	9606	CAMLG	CAML	5	modulating	calcium
820	9606	CAMP	CAP-18|CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37	3	antimicrobial	cathelicidin
821	9606	CANX	CNX|IP90|P90	5	protein-coding	calnexin
822	9606	CAPG	AFCP|HEL-S-66|MCP	2	protein	capping
823	9606	CAPN1	CANP|CANP1|CANPL1|muCANP|muCL	11	1,	calpain
824	9606	CAPN2	CANP2|CANPL2|CANPml|mCANP	1	2,	calpain
825	9606	CAPN3	CANP3|CANPL3|LGMD2|LGMD2A|nCL-1|p94	15	3,	calpain
826	9606	CAPNS1	CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1	19	small	calpain,
827	9606	CAPN6	CANPX|CAPNX|CalpM|DJ914P14.1	X	6	calpain
828	9606	CAPS	CAPS1	19	protein-coding	calcyphosine
829	9606	CAPZA1	CAPPA1|CAPZ|CAZ1	1	protein	capping
830	9606	CAPZA2	CAPPA2|CAPZ	7	protein	capping
831	9606	CAST	BS-17|PLACK	5	protein-coding	calpastatin
832	9606	CAPZB	CAPB|CAPPB|CAPZ	1	protein	capping
833	9606	CARS	CARS1|CYSRS|MGC:11246	11	synthetase	cysteinyl-tRNA
834	9606	CASP1	ICE|IL1BC|P45	11	1,	caspase
